14=SEA/EA		8.942	USB	3k	OFF	3kHz	OFF	OFF	OFF
15=SEA/EA		11.396	USB	3k	OFF	3kHz	OFF	OFF	OFF
16=SEA/EA		13.309	USB	3k	OFF	3kHz	OFF	OFF	OFF
17=SEA/EA		17.907	USB	3k	OFF	3kHz	OFF	OFF	OFF
[BANK06]									
BANKNAME=MET									
ACTIVECH=1									
00=MET-NAT		3.485	USB	3k	OFF	3kHz	OFF	OFF	OFF
01=MET-NAT		6.604	USB	3k	OFF	3kHz	OFF	OFF	OFF
02=MET-NAT		10.051	USB	3k	OFF	3kHz	OFF	OFF	OFF
03=MET-NAT		13.27	USB	3k	OFF	3kHz	OFF	OFF	OFF
04=MET-EU		3.413	USB	3k	OFF	3kHz	OFF	OFF	OFF
05=MET-EU		5.505	USB	3k	OFF	3kHz	OFF	OFF	OFF
06=MET-EU		8.957	USB	3k	OFF	3kHz	OFF	OFF	OFF
07=MET-EU		13.264	USB	3k	OFF	3kHz	OFF	OFF	OFF
08=MET-PAC		2.863	USB	3k	OFF	3kHz	OFF	OFF	OFF
09=MET-PAC		6.679	USB	3k	OFF	3kHz	OFF	OFF	OFF
10=MET-PAC		8.828	USB	3k	OFF	3kHz	OFF	OFF	OFF
11=MET-PAC		13.282	USB	3k	OFF	3kHz	OFF	OFF	OFF
[BANK07]									
BANKNAME=Comp-1									
ACTIVECH=0									
00=Houston		5.529	USB	3k	OFF	3kHz	OFF	OFF	OFF
01=Houston		6.637	USB	3k	OFF	3kHz	OFF	OFF	OFF
02=Houston		10.075	USB	3k	OFF	3kHz	OFF	OFF	OFF
03=Houston		11.342	USB	3k	OFF	3kHz	OFF	OFF	OFF
04=Houston		13.33	USB	3k	OFF	3kHz	OFF	OFF	OFF
05=Houston		17.94	USB	3k	OFF	3kHz	OFF	OFF	OFF
07=Honolulu		3.013	USB	3k	OFF	3kHz	OFF	OFF	OFF
08=Honolulu		6.64	USB	3k	OFF	3kHz	OFF	OFF	OFF
09=Honolulu		10.033	USB	3k	OFF	3kHz	OFF	OFF	OFF
10=Honolulu		11.342	USB	3k	OFF	3kHz	OFF	OFF	OFF
11=Honolulu		13.348	USB	3k	OFF	3kHz	OFF	OFF	OFF
12=Honolulu		13.354	USB	3k	OFF	3kHz	OFF	OFF	OFF
13=Honolulu		17.925	USB	3k	OFF	3kHz	OFF	OFF	OFF
14=Honolulu		21.964	USB	3k	OFF	3kHz	OFF	OFF	OFF
15=New_York		3.494	USB	3k	OFF	3kHz	OFF	OFF	OFF
16=New_York		6.526	USB	3k	OFF	3kHz	OFF	OFF	OFF
17=New_York		6.64	USB	3k	OFF	3kHz	OFF	OFF	OFF
18=New_York		11.342	USB	3k	OFF	3kHz	OFF	OFF	OFF
19=New_York		13.33	USB	3k	OFF	3kHz	OFF	OFF	OFF
20=New_York		13.354	USB	3k	OFF	3kHz	OFF	OFF	OFF
21=New_York		17.925	USB	3k	OFF	3kHz	OFF	OFF	OFF
23=San_Fran		3.013	USB	3k	OFF	3kHz	OFF	OFF	OFF
24=San_Fran		3.413	USB	3k	OFF	3kHz	OFF	OFF	OFF
25=San_Fran		6.64	USB	3k	OFF	3kHz	OFF	OFF	OFF
26=San_Fran		8.843	USB	3k	OFF	3kHz	OFF	OFF	OFF
27=San_Fran		11.342	USB	3k	OFF	3kHz	OFF	OFF	OFF
28=San_Fran		13.3	USB	3k	OFF	3kHz	OFF	OFF	OFF
29=San_Fran		13.348	USB	3k	OFF	3kHz	OFF	OFF	OFF
30=San_Fran		13.354	USB	3k	OFF	3kHz	OFF	OFF	OFF
31=San_Fran		17.925	USB	3k	OFF	3kHz	OFF	OFF	OFF
33=Gulf_Mex		4.55	USB	3k	OFF	3kHz	OFF	OFF	OFF
34=Gulf_Mex		6.82	USB	3k	OFF	3kHz	OFF	OFF	OFF
35=Gulf_Mex		8.07	USB	3k	OFF	3kHz	OFF	OFF	OFF
36=Gulf_Mex		13.354	USB	3k	OFF	3kHz	OFF	OFF	OFF
37=St_Johns		3.485	USB	3k	OFF	3kHz	OFF	OFF	OFF
38=St_Johns		5.604	USB	3k	OFF	3kHz	OFF	OFF	OFF
39=St_Johns		8.819	USB	3k	OFF	3kHz	OFF	OFF	OFF
40=St_Johns		13.285	USB	3k	OFF	3kHz	OFF	OFF	OFF
41=St_Johns		13.42	USB	3k	OFF	3kHz	OFF	OFF	OFF
42=St_Johns		17.91	USB	3k	OFF	3kHz	OFF	OFF	OFF
[BANK08]									
BANKNAME=Comp-2									
ACTIVECH=42									
00=Berne		3.01	USB	3k	OFF	3kHz	OFF	OFF	OFF
01=Berne		4.654	USB	3k	OFF	3kHz	OFF	OFF	OFF
02=Berne		4.67	USB	3k	OFF	3kHz	OFF	OFF	OFF
03=Berne		4.702	USB	3k	OFF	3kHz	OFF	OFF	OFF
04=Berne		6.526	USB	3k	OFF	3kHz	OFF	OFF	OFF
05=Berne		6.643	USB	3k	OFF	3kHz	OFF	OFF	OFF
06=Berne		6.705	USB	3k	OFF	3kHz	OFF	OFF	OFF
07=Berne		6.742	USB	3k	OFF	3kHz	OFF	OFF	OFF
08=Berne		8.936	USB	3k	OFF	3kHz	OFF	OFF	OFF
09=Berne		9.211	USB	3k	OFF	3kHz	OFF	OFF	OFF
10=Berne		10.069	USB	3k	OFF	3kHz	OFF	OFF	OFF
11=Berne		13.205	USB	3k	OFF	3kHz	OFF	OFF	OFF
12=Berne		13.266	USB	3k	OFF	3kHz	OFF	OFF	OFF
13=Berne		13.324	USB	3k	OFF	3kHz	OFF	OFF	OFF
14=Berne		15.046	USB	3k	OFF	3kHz	OFF	OFF	OFF
15=Berne		15.05	USB	3k	OFF	3kHz	OFF	OFF	OFF
16=Berne		15.835	USB	3k	OFF	3kHz	OFF	OFF	OFF
17=Berne		17.931	USB	3k	OFF	3kHz	OFF	OFF	OFF
18=Berne		18.023	USB	3k	OFF	3kHz	OFF	OFF	OFF
19=Berne		18.48	USB	3k	OFF	3kHz	OFF	OFF	OFF
20=Berne		19.554	USB	3k	OFF	3kHz	OFF	OFF	OFF
21=Berne		20.035	USB	3k	OFF	3kHz	OFF	OFF	OFF
22=Berne		20.87	USB	3k	OFF	3kHz	OFF	OFF	OFF
23=Berne		21.933	USB	3k	OFF	3kHz	OFF	OFF	OFF
24=Berne		21.988	USB	3k	OFF	3kHz	OFF	OFF	OFF
25=Berne		23.285	USB	3k	OFF	3kHz	OFF	OFF	OFF
26=Berne		25.5	USB	3k	OFF	3kHz	OFF	OFF	OFF
27=London		3.482	USB	3k	OFF	3kHz	OFF	OFF	OFF
28=London		4.807	USB	3k	OFF	3kHz	OFF	OFF	OFF
29=London		5.61	USB	3k	OFF	3kHz	OFF	OFF	OFF
30=London		6.634	USB	3k	OFF	3kHz	OFF	OFF	OFF
31=London		8.17	USB	3k	OFF	3kHz	OFF	OFF	OFF
32=London		8.96	USB	3k	OFF	3kHz	OFF	OFF	OFF
33=London		10.291	USB	3k	OFF	3kHz	OFF	OFF	OFF
34=London		11.306	USB	3k	OFF	3kHz	OFF	OFF	OFF
35=London		12.133	USB	3k	OFF	3kHz	OFF	OFF	OFF
36=London		13.865	USB	3k	OFF	3kHz	OFF	OFF	OFF
37=London		14.89	USB	3k	OFF	3kHz	OFF	OFF	OFF
38=London		17.405	USB	3k	OFF	3kHz	OFF	OFF	OFF
39=London		19.51	USB	3k	OFF	3kHz	OFF	OFF	OFF
[BANK09]									
BANKNAME=									
ACTIVECH=7									
00=WWV2		2.5	AM	6k	ON	5kHz	OFF	OFF	OFF
01=WWV5		5	AM	6k	ON	5kHz	OFF	OFF	OFF
02=WWV10		10	AM	6k	ON	5kHz	OFF	OFF	OFF
03=WWV15		15	AM	6k	ON	5kHz	OFF	OFF	OFF
04=WWV20		20	AM	6k	ON	5kHz	OFF	OFF	OFF
05=CHU3		3.33	AM	6k	ON	5kHz	OFF	OFF	OFF
06=CHU5		7.335	AM	6k	ON	5kHz	OFF	OFF	OFF
07=CHU14		14.67	AM	6k	ON	20kHz	OFF	OFF	OFF
[BANK10]									
BANKNAME=									
ACTIVECH=0									
00=WFAN		0.66	AM	15k	OFF	10kHz	OFF	OFF	OFF
19=NONAME		0.8	AM	15k	OFF	10kHz	OFF	OFF	OFF
01=NONAME		0.83	AM	15k	OFF	10kHz	OFF	OFF	OFF
18=NONAME		0.88	AM	15k	OFF	10kHz	OFF	OFF	OFF
02=WPEN		0.95	AM	15k	OFF	10kHz	OFF	OFF	OFF
03=WBZ		1.03	AM	15k	OFF	20kHz	OFF	OFF	OFF
04=KYW		1.06	AM	15k	OFF	10kHz	OFF	OFF	OFF
05=WBAL		1.09	AM	15k	OFF	10kHz	OFF	OFF	OFF
06=NONAME		1.1	AM	15k	OFF	10kHz	OFF	OFF	OFF
07=NONAME		1.11	AM	15k	OFF	10kHz	OFF	OFF	OFF
08=WDEL		1.15	AM	15k	OFF	10kHz	OFF	OFF	OFF
09=NONAME		1.17	AM	15k	OFF	10kHz	OFF	OFF	OFF
10=WPHT		1.21	AM	15k	OFF	10kHz	OFF	OFF	OFF
11=WNRK		1.26	AM	15k	OFF	10kHz	OFF	OFF	OFF
12=WJBR		1.29	AM	15k	OFF	10kHz	OFF	OFF	OFF
13=NONAME		1.33	AM	15k	OFF	10kHz	OFF	OFF	OFF
14=WTMC		1.38	AM	15k	OFF	10kHz	OFF	OFF	OFF
15=WILM		1.45	AM	15k	OFF	10kHz	OFF	OFF	OFF
16=NONAME		1.51	AM	15k	OFF	10kHz	OFF	OFF	OFF
17=WSER		1.55	AM	15k	OFF	10kHz	OFF	OFF	OFF
20=NONAME		89.9	WFM	230k	OFF	200kHz	OFF	OFF	OFF
21=WVUD		91.3	WFM	230k	OFF	200kHz	OFF	OFF	OFF
22=WSTW		93.7	WFM	230k	OFF	200kHz	OFF	OFF	OFF
23=NONAME		94.1	WFM	230k	OFF	200kHz	OFF	OFF	OFF
24=NONAME		94.7	WFM	230k	OFF	200kHz	OFF	OFF	OFF
25=NONAME		95.7	WFM	230k	OFF	200kHz	OFF	OFF	OFF
26=WJBR		99.5	WFM	230k	OFF	200kHz	OFF	OFF	OFF
27=WXCY		103.7	WFM	230k	OFF	200kHz	OFF	OFF	OFF
28=NONAME		107.7	WFM	230k	OFF	200kHz	OFF	OFF	OFF
[BANK14]									
BANKNAME=
ACTIVECH=0
[BANK15]
BANKNAME=
ACTIVECH=0
[BANK16]
BANKNAME=
ACTIVECH=0
[BANK17]
BANKNAME=
ACTIVECH=0
[BANK18]
BANKNAME=
ACTIVECH=0
[BANK19]
BANKNAME=scan
ACTIVECH=7									
02=C17		493.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
04=C22		523.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
05=C23		529.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
07=C48		679.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
08=C61		757.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
10=C65		781.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
13=C29		565.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
16=C43		649.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
17=C45		661.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
20=C57		733.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
[COMMON]									
ACTIVEBANK=11									
[BANK11]									
BANKNAME=									
ACTIVECH=10									
00=C2		59.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
01=C10		197.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
02=C11		203.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
03=C12		209.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
04=C13		215.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
05=C17		493.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
06=C22		523.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
07=C23		529.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
08=C48		679.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
09=C61		757.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
10=C65		781.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
11=C29		565.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
12=C43		649.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
13=C45		661.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
14=C57		733.75	WFM	230k	OFF	6MHz	OFF	OFF	OFF
